Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
0221021;Jedlina-Zdrój (1);;;;;;;;;;;;2;1;0;0;;;;;;;;;;;;;0;0;0;1;;
0221031;Szczawno-Zdrój (1);;;;;;;;;;;;4;0;2;3;;;;;;;;;;;;;0;0;0;0;;
0221042;Czarny Bór (2);;;;;;;;;;;;4;0;2;3;;;;;;;;;;;;;1;0;0;0;;
0221053;Głuszyca (3);;;;;;;;;;;;2;3;3;4;;;;;;;;;;;;;1;0;0;0;;
0221054;Głuszyca - miasto (4);;;;;;;;;;;;2;3;2;1;;;;;;;;;;;;;1;0;0;0;;
0221055;Głuszyca - obszar wiejski (5);;;;;;;;;;;;0;0;1;3;;;;;;;;;;;;;0;0;0;0;;
0221063;Mieroszów (3);;;;;;;;;;;;0;4;4;2;;;;;;;;;;;;;4;3;25;11;;
0221064;Mieroszów - miasto (4);;;;;;;;;;;;0;3;3;1;;;;;;;;;;;;;3;0;17;6;;
0221065;Mieroszów - obszar wiejski (5);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;1;3;8;5;;
0221072;Stare Bogaczowice (2);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;1;1;0;1;;
0221082;Walim (2);;;;;;;;;;;;10;4;3;1;;;;;;;;;;;;;0;0;0;0;;
0222000;Powiat wołowski;10;12;20;18;19;18;14;21;7;13;0;19;13;18;9;;37;105;57;42;25;33;45;48;74;67;0;38;44;30;30;;
0222013;Brzeg Dolny (3);;;;;;;;;;;;7;5;4;4;;;;;;;;;;;;;22;21;13;15;;
0222014;Brzeg Dolny - miasto (4);;;;;;;;;;;;6;5;2;4;;;;;;;;;;;;;16;21;13;15;;
0222015;Brzeg Dolny - obszar wiejski (5);;;;;;;;;;;;1;0;2;0;;;;;;;;;;;;;6;0;0;0;;
0222022;Wińsko (2);;;;;;;;;;;;4;2;5;0;;;;;;;;;;;;;4;0;0;0;;
0222033;Wołów (3);;;;;;;;;;;;8;6;9;5;;;;;;;;;;;;;12;23;17;15;;
0222034;Wołów - miasto (4);;;;;;;;;;;;4;1;5;4;;;;;;;;;;;;;4;20;8;7;;
0222035;Wołów - obszar wiejski (5);;;;;;;;;;;;4;5;4;1;;;;;;;;;;;;;8;3;9;8;;
0223000;Powiat wrocławski;16;29;62;66;63;45;37;50;45;28;0;73;92;129;155;;31;146;94;90;59;36;41;71;60;73;0;35;27;20;15;;
0223012;Czernica (2);;;;;;;;;;;;1;10;23;24;;;;;;;;;;;;;0;5;1;1;;
0223022;Długołęka (2);;;;;;;;;;;;10;16;35;39;;;;;;;;;;;;;10;6;3;5;;
0223032;Jordanów Śląski (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
0223043;Kąty Wrocławskie (3);;;;;;;;;;;;14;14;12;18;;;;;;;;;;;;;4;6;5;2;;
0223044;Kąty Wrocławskie - miasto (4);;;;;;;;;;;;1;1;4;3;;;;;;;;;;;;;1;0;4;1;;
0223045;Kąty Wrocławskie - obszar wiejski (5);;;;;;;;;;;;13;13;8;15;;;;;;;;;;;;;3;6;1;1;;
0223052;Kobierzyce (2);;;;;;;;;;;;16;15;28;31;;;;;;;;;;;;;3;0;2;2;;
0223062;Mietków (2);;;;;;;;;;;;4;0;2;3;;;;;;;;;;;;;0;0;0;0;;
0223073;Sobótka (3);;;;;;;;;;;;2;5;2;4;;;;;;;;;;;;;13;4;0;0;;
0223074;Sobótka - miasto (4);;;;;;;;;;;;1;1;0;3;;;;;;;;;;;;;8;2;0;0;;
0223075;Sobótka - obszar wiejski (5);;;;;;;;;;;;1;4;2;1;;;;;;;;;;;;;5;2;0;0;;
0223083;Siechnice (3);;;;;;;;;;;;18;26;19;24;;;;;;;;;;;;;1;6;4;1;;
0223084;Siechnice - miasto (4);;;;;;;;;;;;10;9;9;14;;;;;;;;;;;;;0;0;4;1;;
0223085;Siechnice - obszar wiejski (5);;;;;;;;;;;;8;17;10;10;;;;;;;;;;;;;1;6;0;0;;
0223092;Żórawina (2);;;;;;;;;;;;8;6;7;12;;;;;;;;;;;;;4;0;5;4;;
0224000;Powiat ząbkowicki;9;27;55;70;82;98;72;80;42;46;0;25;24;27;20;;19;187;120;93;57;63;68;55;100;88;0;32;21;21;13;;
0224013;Bardo (3);;;;;;;;;;;;0;3;3;3;;;;;;;;;;;;;0;0;0;0;;
0224014;Bardo - miasto (4);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;0;0;0;;
0224015;Bardo - obszar wiejski (5);;;;;;;;;;;;0;2;3;2;;;;;;;;;;;;;0;0;0;0;;
0224022;Ciepłowody (2);;;;;;;;;;;;2;3;2;1;;;;;;;;;;;;;1;1;6;2;;
0224032;Kamieniec Ząbkowicki (2);;;;;;;;;;;;2;0;2;1;;;;;;;;;;;;;0;0;0;4;;
0224042;Stoszowice (2);;;;;;;;;;;;3;2;1;0;;;;;;;;;;;;;1;1;1;3;;
0224053;Ząbkowice Śląskie (3);;;;;;;;;;;;8;7;10;8;;;;;;;;;;;;;9;3;13;1;;
0224054;Ząbkowice Śląskie - miasto (4);;;;;;;;;;;;8;3;9;5;;;;;;;;;;;;;8;3;10;1;;
0224055;Ząbkowice Śląskie - obszar wiejski (5);;;;;;;;;;;;0;4;1;3;;;;;;;;;;;;;1;0;3;0;;
0224063;Ziębice (3);;;;;;;;;;;;7;8;9;5;;;;;;;;;;;;;17;16;1;3;;
0224064;Ziębice - miasto (4);;;;;;;;;;;;4;6;7;2;;;;;;;;;;;;;9;13;0;1;;
0224065;Ziębice - obszar wiejski (5);;;;;;;;;;;;3;2;2;3;;;;;;;;;;;;;8;3;1;2;;
0224073;Złoty Stok (3);;;;;;;;;;;;3;1;0;2;;;;;;;;;;;;;4;0;0;0;;
0224074;Złoty Stok - miasto (4);;;;;;;;;;;;2;0;0;2;;;;;;;;;;;;;4;0;0;0;;
0224075;Złoty Stok - obszar wiejski (5);;;;;;;;;;;;1;1;0;0;;;;;;;;;;;;;0;0;0;0;;
0225000;Powiat zgorzelecki;26;31;60;46;63;71;70;56;42;50;0;86;61;110;76;;104;258;199;205;125;151;120;93;238;200;0;95;119;114;108;;
0225011;Zawidów (1);;;;;;;;;;;;3;3;7;10;;;;;;;;;;;;;0;0;2;0;;
0225021;Zgorzelec (1);;;;;;;;;;;;26;17;48;32;;;;;;;;;;;;;42;56;42;50;;
0225033;Bogatynia (3);;;;;;;;;;;;28;14;27;13;;;;;;;;;;;;;36;39;48;22;;
0225034;Bogatynia - miasto (4);;;;;;;;;;;;25;6;17;10;;;;;;;;;;;;;23;27;40;20;;
0225035;Bogatynia - obszar wiejski (5);;;;;;;;;;;;3;8;10;3;;;;;;;;;;;;;13;12;8;2;;
0225043;Pieńsk (3);;;;;;;;;;;;2;3;6;3;;;;;;;;;;;;;0;0;0;0;;
0225044;Pieńsk - miasto (4);;;;;;;;;;;;1;2;3;3;;;;;;;;;;;;;0;0;0;0;;
0225045;Pieńsk - obszar wiejski (5);;;;;;;;;;;;1;1;3;0;;;;;;;;;;;;;0;0;0;0;;
0225052;Sulików (2);;;;;;;;;;;;6;4;8;2;;;;;;;;;;;;;8;12;3;16;;
0225063;Węgliniec (3);;;;;;;;;;;;13;6;6;2;;;;;;;;;;;;;0;0;0;0;;
0225064;Węgliniec - miasto (4);;;;;;;;;;;;5;2;3;0;;;;;;;;;;;;;0;0;0;0;;
0225065;Węgliniec - obszar wiejski (5);;;;;;;;;;;;8;4;3;2;;;;;;;;;;;;;0;0;0;0;;
0225072;Zgorzelec (2);;;;;;;;;;;;8;14;8;14;;;;;;;;;;;;;9;12;19;20;;
0226000;Powiat złotoryjski;2;7;21;16;18;13;14;9;8;11;0;11;11;9;19;;9;60;70;48;23;20;38;23;52;47;0;13;11;3;11;;
0226011;Wojcieszów (1);;;;;;;;;;;;0;1;2;3;;;;;;;;;;;;;3;0;0;0;;
0226021;Złotoryja (1);;;;;;;;;;;;2;7;3;3;;;;;;;;;;;;;0;0;0;0;;
0226032;Pielgrzymka (2);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;0;0;0;0;;
0226043;Świerzawa (3);;;;;;;;;;;;4;1;1;5;;;;;;;;;;;;;4;7;3;0;;
0226044;Świerzawa - miasto (4);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;1;0;2;0;;
0226045;Świerzawa - obszar wiejski (5);;;;;;;;;;;;3;1;0;4;;;;;;;;;;;;;3;7;1;0;;
0226052;Zagrodno (2);;;;;;;;;;;;2;0;1;1;;;;;;;;;;;;;0;0;0;0;;
0226062;Złotoryja (2);;;;;;;;;;;;3;2;2;4;;;;;;;;;;;;;6;4;0;11;;
0261000;Powiat m.Jelenia Góra;55;40;58;46;59;57;55;48;53;29;0;29;30;43;43;;84;214;186;222;134;109;125;156;243;142;0;58;66;42;55;;
0261011;Jelenia Góra (1);;;;;;;;;;;;29;30;43;43;;;;;;;;;;;;;58;66;42;55;;
0262000;Powiat m.Legnica;14;28;36;46;40;28;27;24;26;27;0;33;36;50;61;;80;156;70;42;50;47;28;97;107;120;0;7;5;13;5;;
0262011;Legnica (1);;;;;;;;;;;;33;36;50;61;;;;;;;;;;;;;7;5;13;5;;
0264000;Powiat m.Wrocław;386;457;645;733;788;778;688;655;553;588;0;518;459;554;493;;309;874;704;579;366;369;427;500;599;526;0;93;102;146;166;;
0264011;Wrocław (1);;;;;;;;;;;;518;459;554;493;;;;;;;;;;;;;93;102;146;166;;
0265000;Powiat m.Wałbrzych od 2013;;;;;;;;;34;29;0;21;17;29;21;;;;;;;;;;166;149;0;17;10;23;42;;
0265011;Wałbrzych od 2013 (1);;;;;;;;;;;;21;17;29;21;;;;;;;;;;;;;17;10;23;42;;
0400000;KUJAWSKO-POMORSKIE;224;396;652;588;663;526;582;478;453;427;0;546;575;529;657;;754;2360;1560;1210;745;766;910;956;1479;1527;0;449;364;451;402;;
0401000;Powiat aleksandrowski;7;5;14;13;14;6;12;7;14;4;0;17;9;16;16;;0;19;15;21;24;11;19;22;47;19;0;7;2;0;3;;
0401011;Aleksandrów Kujawski (1);;;;;;;;;;;;7;0;5;4;;;;;;;;;;;;;0;0;0;2;;
0401021;Ciechocinek (1);;;;;;;;;;;;4;5;8;8;;;;;;;;;;;;;7;0;0;1;;
0401031;Nieszawa (1);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;0;0;0;;
0401042;Aleksandrów Kujawski (2);;;;;;;;;;;;3;3;1;4;;;;;;;;;;;;;0;1;0;0;;
0401052;Bądkowo (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;1;0;0;;
0401092;Zakrzewo (2);;;;;;;;;;;;3;0;0;0;;;;;;;;;;;;;0;0;0;0;;
0402000;Powiat brodnicki;5;7;16;24;35;19;21;16;11;17;0;10;19;14;21;;37;107;88;46;30;31;30;33;48;43;0;6;9;20;12;;
0402011;Brodnica (1);;;;;;;;;;;;5;7;7;9;;;;;;;;;;;;;1;0;0;2;;
0402022;Bobrowo (2);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;1;0;0;3;;
0402032;Brodnica (2);;;;;;;;;;;;1;0;1;2;;;;;;;;;;;;;0;0;0;0;;
0402053;Górzno (3);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
0402054;Górzno - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0402055;Górzno - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0402062;Bartniczka (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0402073;Jabłonowo Pomorskie (3);;;;;;;;;;;;0;3;0;2;;;;;;;;;;;;;2;3;14;3;;
0402074;Jabłonowo Pomorskie - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;2;1;4;1;;
0402075;Jabłonowo Pomorskie - obszar wiejski (5);;;;;;;;;;;;0;3;0;1;;;;;;;;;;;;;0;2;10;2;;
0402082;Osiek (2);;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;2;5;4;2;;
0402092;Świedziebnia (2);;;;;;;;;;;;0;3;0;1;;;;;;;;;;;;;0;1;1;2;;
0402102;Zbiczno (2);;;;;;;;;;;;4;5;5;0;;;;;;;;;;;;;0;0;1;0;;
0403000;Powiat bydgoski;8;10;25;14;18;21;19;25;13;16;0;31;36;48;46;;33;96;50;41;14;16;21;33;55;51;0;18;10;17;19;;
0403012;Białe Błota (2);;;;;;;;;;;;3;6;10;15;;;;;;;;;;;;;1;1;0;0;;
0403022;Dąbrowa Chełmińska (2);;;;;;;;;;;;3;1;5;2;;;;;;;;;;;;;4;1;3;4;;
0403032;Dobrcz (2);;;;;;;;;;;;4;2;4;10;;;;;;;;;;;;;0;0;1;0;;
0403043;Koronowo (3);;;;;;;;;;;;1;6;5;5;;;;;;;;;;;;;1;1;1;2;;
0403044;Koronowo - miasto (4);;;;;;;;;;;;0;5;3;3;;;;;;;;;;;;;1;0;1;0;;
0403045;Koronowo - obszar wiejski (5);;;;;;;;;;;;1;1;2;2;;;;;;;;;;;;;0;1;0;2;;
0403052;Nowa Wieś Wielka (2);;;;;;;;;;;;8;3;6;5;;;;;;;;;;;;;0;2;2;2;;
0403062;Osielsko (2);;;;;;;;;;;;8;9;10;4;;;;;;;;;;;;;1;3;1;4;;
0403072;Sicienko (2);;;;;;;;;;;;3;2;4;0;;;;;;;;;;;;;0;0;0;0;;
0403083;Solec Kujawski (3);;;;;;;;;;;;1;7;4;5;;;;;;;;;;;;;11;2;9;7;;
0403084;Solec Kujawski - miasto (4);;;;;;;;;;;;1;7;4;5;;;;;;;;;;;;;11;2;6;6;;
0403085;Solec Kujawski - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;3;1;;
0404000;Powiat chełmiński;1;5;25;16;17;12;12;13;4;7;0;16;20;13;13;;11;81;58;41;22;10;39;32;56;58;0;19;11;26;20;;
0404011;Chełmno (1);;;;;;;;;;;;2;7;3;4;;;;;;;;;;;;;16;10;26;16;;
0404022;Chełmno (2);;;;;;;;;;;;2;0;0;1;;;;;;;;;;;;;0;0;0;3;;
0404032;Kijewo Królewskie (2);;;;;;;;;;;;0;1;2;1;;;;;;;;;;;;;0;0;0;0;;
0404042;Lisewo (2);;;;;;;;;;;;0;2;0;1;;;;;;;;;;;;;0;0;0;0;;
0404052;Papowo Biskupie (2);;;;;;;;;;;;10;4;6;3;;;;;;;;;;;;;0;0;0;0;;
0404062;Stolno (2);;;;;;;;;;;;0;3;1;1;;;;;;;;;;;;;0;1;0;1;;
0404072;Unisław (2);;;;;;;;;;;;2;3;1;2;;;;;;;;;;;;;3;0;0;0;;
0405000;Powiat golubsko-dobrzyński;0;3;7;6;6;6;6;4;5;1;0;4;9;5;4;;1;38;5;5;2;4;8;2;10;7;0;14;8;6;1;;
0405011;Golub-Dobrzyń (1);;;;;;;;;;;;2;8;0;1;;;;;;;;;;;;;1;0;0;0;;
0405022;Ciechocin (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;1;0;0;1;;
0405032;Golub-Dobrzyń (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;2;0;0;;
0405043;Kowalewo Pomorskie (3);;;;;;;;;;;;2;0;3;2;;;;;;;;;;;;;12;6;6;0;;
0405044;Kowalewo Pomorskie - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;7;1;4;0;;
0405045;Kowalewo Pomorskie - obszar wiejski (5);;;;;;;;;;;;2;0;2;2;;;;;;;;;;;;;5;5;2;0;;
0405052;Radomin (2);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;0;0;0;;
0406000;Powiat grudziądzki;8;9;18;14;14;4;13;6;8;0;0;12;9;10;7;;12;30;38;16;11;13;17;27;41;47;0;16;23;32;22;;
0406012;Grudziądz (2);;;;;;;;;;;;8;7;2;3;;;;;;;;;;;;;12;17;20;16;;
0406022;Gruta (2);;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;1;0;7;5;;
0406033;Łasin (3);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;2;0;0;;
0406035;Łasin - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;2;0;0;;
0406043;Radzyń Chełmiński (3);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
0406045;Radzyń Chełmiński - obszar wiejski (5);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
0406052;Rogóźno (2);;;;;;;;;;;;1;1;4;3;;;;;;;;;;;;;3;2;5;1;;
0406062;Świecie nad Osą (2);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;0;2;0;0;;
0407000;Powiat inowrocławski;11;8;26;19;28;18;15;13;31;16;0;26;21;21;41;;51;208;110;74;24;48;54;77;115;109;0;29;10;19;11;;
0407011;Inowrocław (1);;;;;;;;;;;;21;11;10;18;;;;;;;;;;;;;14;8;13;9;;
0407022;Dąbrowa Biskupia (2);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
0407033;Gniewkowo (3);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;0;0;2;0;;
0407034;Gniewkowo - miasto (4);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
0407035;Gniewkowo - obszar wiejski (5);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;2;0;;
0407042;Inowrocław (2);;;;;;;;;;;;0;1;2;3;;;;;;;;;;;;;4;1;3;1;;
0407053;Janikowo (3);;;;;;;;;;;;0;0;1;5;;;;;;;;;;;;;1;0;1;1;;
0407054;Janikowo - miasto (4);;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;0;0;1;1;;
0407055;Janikowo - obszar wiejski (5);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;1;0;0;0;;
0407063;Kruszwica (3);;;;;;;;;;;;3;6;3;2;;;;;;;;;;;;;0;0;0;0;;
0407064;Kruszwica - miasto (4);;;;;;;;;;;;1;2;2;0;;;;;;;;;;;;;0;0;0;0;;
0407065;Kruszwica - obszar wiejski (5);;;;;;;;;;;;2;4;1;2;;;;;;;;;;;;;0;0;0;0;;
0407073;Pakość (3);;;;;;;;;;;;1;0;2;0;;;;;;;;;;;;;10;1;0;0;;
0407074;Pakość - miasto (4);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;2;1;0;0;;
0407075;Pakość - obszar wiejski (5);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;8;0;0;0;;
0407082;Rojewo (2);;;;;;;;;;;;0;0;0;8;;;;;;;;;;;;;0;0;0;0;;
0407092;Złotniki Kujawskie (2);;;;;;;;;;;;1;2;2;2;;;;;;;;;;;;;0;0;0;0;;
0408000;Powiat lipnowski;3;3;6;4;16;9;7;8;8;7;0;3;4;5;7;;4;13;9;9;5;8;8;10;12;3;0;4;0;1;0;;
0408011;Lipno (1);;;;;;;;;;;;0;0;2;1;;;;;;;;;;;;;2;0;0;0;;
0408032;Chrostkowo (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;2;0;0;0;;
0408043;Dobrzyń nad Wisłą (3);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
0408044;Dobrzyń nad Wisłą - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0408045;Dobrzyń nad Wisłą - obszar wiejski (5);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
0408052;Kikół (2);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;0;0;0;0;;
0408062;Lipno (2);;;;;;;;;;;;1;1;0;1;;;;;;;;;;;;;0;0;1;0;;
0408073;Skępe (3);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
0408074;Skępe - miasto (4);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
0408092;Wielgie (2);;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;;0;0;0;0;;
0409000;Powiat mogileński;1;7;5;7;6;7;6;4;3;8;0;4;3;1;3;;0;43;27;7;4;0;2;7;6;7;0;4;1;1;2;;
0409022;Jeziora Wielkie (2);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
0409033;Mogilno (3);;;;;;;;;;;;1;1;0;1;;;;;;;;;;;;;4;1;1;2;;
0409034;Mogilno - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;4;1;1;2;;
0409035;Mogilno - obszar wiejski (5);;;;;;;;;;;;1;1;0;0;;;;;;;;;;;;;0;0;0;0;;
0409043;Strzelno (3);;;;;;;;;;;;3;2;0;1;;;;;;;;;;;;;0;0;0;0;;
0409044;Strzelno - miasto (4);;;;;;;;;;;;1;2;0;1;;;;;;;;;;;;;0;0;0;0;;
0409045;Strzelno - obszar wiejski (5);;;;;;;;;;;;2;0;0;0;;;;;;;;;;;;;0;0;0;0;;
0410000;Powiat nakielski;3;11;16;11;16;13;18;13;18;20;0;25;32;34;33;;0;93;29;37;22;23;32;28;66;54;0;23;31;26;16;;
0410013;Kcynia (3);;;;;;;;;;;;0;1;9;4;;;;;;;;;;;;;5;8;1;0;;
0410014;Kcynia - miasto (4);;;;;;;;;;;;0;0;6;2;;;;;;;;;;;;;0;7;0;0;;
0410015;Kcynia - obszar wiejski (5);;;;;;;;;;;;0;1;3;2;;;;;;;;;;;;;5;1;1;0;;
0410023;Mrocza (3);;;;;;;;;;;;0;3;1;6;;;;;;;;;;;;;0;0;0;0;;
0410024;Mrocza - miasto (4);;;;;;;;;;;;0;2;0;4;;;;;;;;;;;;;0;0;0;0;;
0410025;Mrocza - obszar wiejski (5);;;;;;;;;;;;0;1;1;2;;;;;;;;;;;;;0;0;0;0;;
0410033;Nakło nad Notecią (3);;;;;;;;;;;;6;11;12;18;;;;;;;;;;;;;18;19;25;11;;
0410034;Nakło nad Notecią - miasto (4);;;;;;;;;;;;3;2;6;7;;;;;;;;;;;;;15;16;20;8;;
0410035;Nakło nad Notecią - obszar wiejski (5);;;;;;;;;;;;3;9;6;11;;;;;;;;;;;;;3;3;5;3;;
0410042;Sadki (2);;;;;;;;;;;;1;1;2;2;;;;;;;;;;;;;0;0;0;3;;
0410053;Szubin (3);;;;;;;;;;;;18;16;10;3;;;;;;;;;;;;;0;4;0;2;;
0410054;Szubin - miasto (4);;;;;;;;;;;;9;10;3;2;;;;;;;;;;;;;0;0;0;1;;
0410055;Szubin - obszar wiejski (5);;;;;;;;;;;;9;6;7;1;;;;;;;;;;;;;0;4;0;1;;
0411000;Powiat radziejowski;1;4;1;2;3;6;0;1;0;4;0;4;6;4;4;;3;11;6;10;4;3;13;5;10;4;0;3;2;0;1;;
0411011;Radziejów (1);;;;;;;;;;;;1;4;2;0;;;;;;;;;;;;;2;0;0;0;;
0411022;Bytoń (2);;;;;;;;;;;;2;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0411032;Dobre (2);;;;;;;;;;;;0;2;0;0;;;;;;;;;;;;;0;0;0;0;;
0411042;Osięciny (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;2;0;1;;
0411053;Piotrków Kujawski (3);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;1;0;0;0;;
0411054;Piotrków Kujawski - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;1;0;0;0;;
0411055;Piotrków Kujawski - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
0411072;Topólka (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;0;0;0;0;;
0412000;Powiat rypiński;9;2;10;2;8;3;5;4;5;4;0;6;10;4;7;;11;16;21;15;11;11;9;4;20;13;0;14;10;5;14;;
0412011;Rypin (1);;;;;;;;;;;;3;4;1;6;;;;;;;;;;;;;12;9;4;9;;
0412032;Rogowo (2);;;;;;;;;;;;0;3;3;0;;;;;;;;;;;;;0;0;0;0;;
0412042;Rypin (2);;;;;;;;;;;;1;3;0;1;;;;;;;;;;;;;0;0;1;1;;
0412052;Skrwilno (2);;;;;;;;;;;;2;0;0;0;;;;;;;;;;;;;2;1;0;0;;
0412062;Wąpielsk (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;0;4;;
0413000;Powiat sępoleński;7;5;9;13;8;7;9;11;4;8;0;24;12;10;15;;20;51;30;41;30;25;19;12;34;25;0;3;7;8;1;;
0413013;Kamień Krajeński (3);;;;;;;;;;;;14;5;7;7;;;;;;;;;;;;;1;0;8;0;;
0413014;Kamień Krajeński - miasto (4);;;;;;;;;;;;6;1;5;3;;;;;;;;;;;;;0;0;2;0;;
0413015;Kamień Krajeński - obszar wiejski (5);;;;;;;;;;;;8;4;2;4;;;;;;;;;;;;;1;0;6;0;;
0413023;Sępólno Krajeńskie (3);;;;;;;;;;;;6;4;0;5;;;;;;;;;;;;;1;6;0;0;;
0413024;Sępólno Krajeńskie - miasto (4);;;;;;;;;;;;2;2;0;2;;;;;;;;;;;;;0;6;0;0;;
0413025;Sępólno Krajeńskie - obszar wiejski (5);;;;;;;;;;;;4;2;0;3;;;;;;;;;;;;;1;0;0;0;;
0413032;Sośno (2);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;1;0;0;;
0413043;Więcbork (3);;;;;;;;;;;;4;2;2;3;;;;;;;;;;;;;1;0;0;1;;
0413044;Więcbork - miasto (4);;;;;;;;;;;;3;0;2;0;;;;;;;;;;;;;1;0;0;1;;
0413045;Więcbork - obszar wiejski (5);;;;;;;;;;;;1;2;0;3;;;;;;;;;;;;;0;0;0;0;;
0414000;Powiat świecki;14;18;25;28;32;22;17;13;13;14;0;22;18;8;18;;52;129;63;61;35;40;17;33;61;66;0;21;29;43;29;;
0414012;Bukowiec (2);;;;;;;;;;;;0;2;0;1;;;;;;;;;;;;;0;3;1;1;;
0414022;Dragacz (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;4;0;0;2;;
0414032;Drzycim (2);;;;;;;;;;;;3;0;0;1;;;;;;;;;;;;;1;8;11;5;;
0414042;Jeżewo (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
0414052;Lniano (2);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;1;7;0;;
0414063;Nowe (3);;;;;;;;;;;;5;2;1;2;;;;;;;;;;;;;6;5;1;2;;
0414064;Nowe - miasto (4);;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;;2;4;1;2;;
0414065;Nowe - obszar wiejski (5);;;;;;;;;;;;3;0;0;0;;;;;;;;;;;;;4;1;0;0;;
0414072;Osie (2);;;;;;;;;;;;0;3;0;1;;;;;;;;;;;;;2;0;7;0;;
0414082;Pruszcz (2);;;;;;;;;;;;2;3;2;1;;;;;;;;;;;;;7;12;2;9;;
0414093;Świecie (3);;;;;;;;;;;;7;6;4;9;;;;;;;;;;;;;1;0;13;9;;
0414094;Świecie - miasto (4);;;;;;;;;;;;5;6;3;8;;;;;;;;;;;;;1;0;7;8;;
